SeqID,Ini_Species,TaxID,mol_type,length,Ini_sciname,kew_id,family,genus,species,infraspecies,sci_name,rank,taxonomic_status
KP245253.1,Ceropegia vincifolia,480552,genomic DNA,485,Ceropegia vincifolia,95841-1,Apocynaceae,Ceropegia,vincifolia,,Ceropegia vincifolia,SPECIES,Accepted
KP245254.1,Fockea capensis,63472,genomic DNA,362,Fockea capensis,97433-1,Apocynaceae,Fockea,capensis,,Fockea capensis,SPECIES,Accepted
KP245255.1,Pectinaria longipes subsp. longipes,1652668,genomic DNA,332,Pectinaria longipes subsp. longipes,77173308-1,Apocynaceae,Pectinaria,longipes,longipes,Pectinaria longipes subsp. longipes,SUBSPECIES,Accepted
KP257589.1,Rumex japonicus,174651,genomic DNA,364,Rumex japonicus,697224-1,Polygonaceae,Rumex,japonicus,,Rumex japonicus,SPECIES,Accepted
KP257872.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257873.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257874.1,Viola chaerophylloides,116758,genomic DNA,429,Viola chaerophylloides,77205543-1,Violaceae,Viola,chaerophylloides,,Viola chaerophylloides,SPECIES,Accepted
KP257877.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257881.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257882.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257884.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257885.1,Viola woosanensis,316483,genomic DNA,405,Viola woosanensis,1000914-1,Violaceae,Viola,woosanensis,,Viola woosanensis,SPECIES,Accepted
KP257886.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257887.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257888.1,Viola woosanensis,316483,genomic DNA,405,Viola woosanensis,1000914-1,Violaceae,Viola,woosanensis,,Viola woosanensis,SPECIES,Accepted
KP257889.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257892.1,Viola chaerophylloides,116758,genomic DNA,429,Viola chaerophylloides,77205543-1,Violaceae,Viola,chaerophylloides,,Viola chaerophylloides,SPECIES,Accepted
KP257893.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257894.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257895.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257898.1,Viola chaerophylloides,116758,genomic DNA,429,Viola chaerophylloides,77205543-1,Violaceae,Viola,chaerophylloides,,Viola chaerophylloides,SPECIES,Accepted
KP257900.1,Viola woosanensis,316483,genomic DNA,405,Viola woosanensis,1000914-1,Violaceae,Viola,woosanensis,,Viola woosanensis,SPECIES,Accepted
KP257901.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257902.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257903.1,Viola woosanensis,316483,genomic DNA,405,Viola woosanensis,1000914-1,Violaceae,Viola,woosanensis,,Viola woosanensis,SPECIES,Accepted
KP257904.1,Viola woosanensis,316483,genomic DNA,405,Viola woosanensis,1000914-1,Violaceae,Viola,woosanensis,,Viola woosanensis,SPECIES,Accepted
KP257905.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257906.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257907.1,Viola chaerophylloides,116758,genomic DNA,429,Viola chaerophylloides,77205543-1,Violaceae,Viola,chaerophylloides,,Viola chaerophylloides,SPECIES,Accepted
KP257908.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257909.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257910.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257911.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257913.1,Viola chaerophylloides,116758,genomic DNA,429,Viola chaerophylloides,77205543-1,Violaceae,Viola,chaerophylloides,,Viola chaerophylloides,SPECIES,Accepted
KP257914.1,Viola woosanensis,316483,genomic DNA,405,Viola woosanensis,1000914-1,Violaceae,Viola,woosanensis,,Viola woosanensis,SPECIES,Accepted
KP257915.1,Viola woosanensis,316483,genomic DNA,405,Viola woosanensis,1000914-1,Violaceae,Viola,woosanensis,,Viola woosanensis,SPECIES,Accepted
KP257917.1,Viola woosanensis,316483,genomic DNA,405,Viola woosanensis,1000914-1,Violaceae,Viola,woosanensis,,Viola woosanensis,SPECIES,Accepted
KP257918.1,Viola woosanensis,316483,genomic DNA,405,Viola woosanensis,1000914-1,Violaceae,Viola,woosanensis,,Viola woosanensis,SPECIES,Accepted
KP257920.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257922.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257923.1,Viola chaerophylloides,116758,genomic DNA,429,Viola chaerophylloides,77205543-1,Violaceae,Viola,chaerophylloides,,Viola chaerophylloides,SPECIES,Accepted
KP257925.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257926.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257927.1,Viola chaerophylloides,116758,genomic DNA,429,Viola chaerophylloides,77205543-1,Violaceae,Viola,chaerophylloides,,Viola chaerophylloides,SPECIES,Accepted
KP257928.1,Viola chaerophylloides,116758,genomic DNA,429,Viola chaerophylloides,77205543-1,Violaceae,Viola,chaerophylloides,,Viola chaerophylloides,SPECIES,Accepted
KP257929.1,Viola chaerophylloides,116758,genomic DNA,429,Viola chaerophylloides,77205543-1,Violaceae,Viola,chaerophylloides,,Viola chaerophylloides,SPECIES,Accepted
KP257930.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257933.1,Viola woosanensis,316483,genomic DNA,405,Viola woosanensis,1000914-1,Violaceae,Viola,woosanensis,,Viola woosanensis,SPECIES,Accepted
KP257934.1,Viola woosanensis,316483,genomic DNA,405,Viola woosanensis,1000914-1,Violaceae,Viola,woosanensis,,Viola woosanensis,SPECIES,Accepted
KP257935.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257936.1,Viola chaerophylloides,116758,genomic DNA,429,Viola chaerophylloides,77205543-1,Violaceae,Viola,chaerophylloides,,Viola chaerophylloides,SPECIES,Accepted
KP257937.1,Viola woosanensis,316483,genomic DNA,405,Viola woosanensis,1000914-1,Violaceae,Viola,woosanensis,,Viola woosanensis,SPECIES,Accepted
KP257938.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257939.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257941.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257942.1,Viola chaerophylloides,116758,genomic DNA,429,Viola chaerophylloides,77205543-1,Violaceae,Viola,chaerophylloides,,Viola chaerophylloides,SPECIES,Accepted
KP257944.1,Viola chaerophylloides,116758,genomic DNA,429,Viola chaerophylloides,77205543-1,Violaceae,Viola,chaerophylloides,,Viola chaerophylloides,SPECIES,Accepted
KP257945.1,Viola ulleungdoensis,1579233,genomic DNA,405,Viola ulleungdoensis,325433-2,Violaceae,Viola,selkirkii,,Viola selkirkii,SPECIES,Synonym
KP257948.1,Viola chaerophylloides,116758,genomic DNA,429,Viola chaerophylloides,77205543-1,Violaceae,Viola,chaerophylloides,,Viola chaerophylloides,SPECIES,Accepted
KP257949.1,Viola chaerophylloides,116758,genomic DNA,429,Viola chaerophylloides,77205543-1,Violaceae,Viola,chaerophylloides,,Viola chaerophylloides,SPECIES,Accepted
KP257950.1,Viola woosanensis,316483,genomic DNA,405,Viola woosanensis,1000914-1,Violaceae,Viola,woosanensis,,Viola woosanensis,SPECIES,Accepted
KP257951.1,Viola woosanensis,316483,genomic DNA,405,Viola woosanensis,1000914-1,Violaceae,Viola,woosanensis,,Viola woosanensis,SPECIES,Accepted
KP265713.1,Periploca laevigata,413294,genomic DNA,389,Periploca laevigata,100468-1,Apocynaceae,Periploca,laevigata,,Periploca laevigata,SPECIES,Accepted
KP267773.1,Deprea paneroi,115728,genomic DNA,457,Deprea paneroi,301320-2,Solanaceae,Deprea,paneroi,,Deprea paneroi,SPECIES,Accepted
KP267774.1,Deprea orinocensis,126899,genomic DNA,445,Deprea orinocensis,815623-1,Solanaceae,Deprea,orinocensis,,Deprea orinocensis,SPECIES,Accepted
KP267775.1,Deprea nieva,115733,genomic DNA,475,Deprea nieva,77145440-1,Solanaceae,Deprea,nieva,,Deprea nieva,SPECIES,Accepted
KP267776.1,Deprea subtriflora,115739,genomic DNA,466,Deprea subtriflora,970674-1,Solanaceae,Deprea,subtriflora,,Deprea subtriflora,SPECIES,Accepted
KP267777.1,Deprea purpurea,115737,genomic DNA,467,Deprea purpurea,77145444-1,Solanaceae,Deprea,purpurea,,Deprea purpurea,SPECIES,Accepted
KP267778.1,Deprea psilophyta,115736,genomic DNA,457,Deprea psilophyta,77145443-1,Solanaceae,Deprea,psilophyta,,Deprea psilophyta,SPECIES,Accepted
KP267779.1,Deprea bitteriana,115726,genomic DNA,457,Deprea bitteriana,1006010-1,Solanaceae,Deprea,bitteriana,,Deprea bitteriana,SPECIES,Accepted
KP267780.1,Deprea cyanocarpa,1710972,genomic DNA,457,Deprea cyanocarpa,77096017-1,Solanaceae,Deprea,cyanocarpa,,Deprea cyanocarpa,SPECIES,Accepted
KP267781.1,Deprea sachapapa,115738,genomic DNA,457,Deprea sachapapa,77145445-1,Solanaceae,Deprea,sachapapa,,Deprea sachapapa,SPECIES,Accepted
KP267782.1,Deprea glabra,115727,genomic DNA,466,Deprea glabra,77998-2,Solanaceae,Deprea,glabra,,Deprea glabra,SPECIES,Accepted
KP267783.1,Deprea nubicola,1710974,genomic DNA,457,Deprea nubicola,60446828-2,Solanaceae,Deprea,nubicola,,Deprea nubicola,SPECIES,Accepted
KP267784.1,Deprea ecuatoriana,1710973,genomic DNA,473,Deprea ecuatoriana,313465-2,Solanaceae,Deprea,ecuatoriana,,Deprea ecuatoriana,SPECIES,Accepted
KP267785.1,Deprea zamorae,1710975,genomic DNA,466,Deprea zamorae,77130158-1,Solanaceae,Deprea,zamorae,,Deprea zamorae,SPECIES,Accepted
KP267786.1,Deprea cuyacensis,115730,genomic DNA,457,Deprea cuyacensis,60445558-2,Solanaceae,Deprea,cuyacensis,,Deprea cuyacensis,SPECIES,Accepted
KP267788.1,Vassobia dichotoma,362379,genomic DNA,471,Vassobia dichotoma,262717-2,Solanaceae,Vassobia,dichotoma,,Vassobia dichotoma,SPECIES,Accepted
KP267789.1,Eriolarynx iochromoides,1710976,genomic DNA,473,Eriolarynx iochromoides,1016240-1,Solanaceae,Eriolarynx,iochromoides,,Eriolarynx iochromoides,SPECIES,Accepted
KP267790.1,Iochroma squamosum,362372,genomic DNA,474,Iochroma squamosum,328876-2,Solanaceae,Iochroma,squamosum,,Iochroma squamosum,SPECIES,Accepted
KP267791.1,Dunalia brachyacantha,362345,genomic DNA,471,Dunalia brachyacantha,815667-1,Solanaceae,Dunalia,brachyacantha,,Dunalia brachyacantha,SPECIES,Accepted
KP267819.1,Deprea sylvarum,126900,genomic DNA,466,Deprea sylvarum,77999-2,Solanaceae,Deprea,sylvarum,,Deprea sylvarum,SPECIES,Accepted
KP267822.1,Deprea hawkesii,115732,genomic DNA,463,Deprea hawkesii,77145436-1,Solanaceae,Deprea,hawkesii,,Deprea hawkesii,SPECIES,Accepted
KP279436.1,Globularia amygdalifolia,1689807,genomic DNA,360,Globularia amygdalifolia,813052-1,Plantaginaceae,Globularia,amygdalifolia,,Globularia amygdalifolia,SPECIES,Accepted
KP279437.1,Globularia amygdalifolia,1689807,genomic DNA,360,Globularia amygdalifolia,813052-1,Plantaginaceae,Globularia,amygdalifolia,,Globularia amygdalifolia,SPECIES,Accepted
KP279438.1,Globularia amygdalifolia,1689807,genomic DNA,360,Globularia amygdalifolia,813052-1,Plantaginaceae,Globularia,amygdalifolia,,Globularia amygdalifolia,SPECIES,Accepted
KP279439.1,Globularia amygdalifolia,1689807,genomic DNA,360,Globularia amygdalifolia,813052-1,Plantaginaceae,Globularia,amygdalifolia,,Globularia amygdalifolia,SPECIES,Accepted
KP279440.1,Cynanchum daltonii,1689808,genomic DNA,512,Cynanchum daltonii,77120421-1,Apocynaceae,Cynanchum,daltonii,,Cynanchum daltonii,SPECIES,Accepted
KP279441.1,Cynanchum daltonii,1689808,genomic DNA,512,Cynanchum daltonii,77120421-1,Apocynaceae,Cynanchum,daltonii,,Cynanchum daltonii,SPECIES,Accepted
KP279442.1,Cynanchum daltonii,1689808,genomic DNA,512,Cynanchum daltonii,77120421-1,Apocynaceae,Cynanchum,daltonii,,Cynanchum daltonii,SPECIES,Accepted
KP279443.1,Cynanchum daltonii,1689808,genomic DNA,512,Cynanchum daltonii,77120421-1,Apocynaceae,Cynanchum,daltonii,,Cynanchum daltonii,SPECIES,Accepted
KP279444.1,Cynanchum daltonii,1689808,genomic DNA,512,Cynanchum daltonii,77120421-1,Apocynaceae,Cynanchum,daltonii,,Cynanchum daltonii,SPECIES,Accepted
KP279445.1,Umbilicus schmidtii,1689809,genomic DNA,287,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279446.1,Umbilicus schmidtii,1689809,genomic DNA,287,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279447.1,Umbilicus schmidtii,1689809,genomic DNA,287,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279448.1,Umbilicus schmidtii,1689809,genomic DNA,287,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279449.1,Umbilicus schmidtii,1689809,genomic DNA,287,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279450.1,Umbilicus schmidtii,1689809,genomic DNA,288,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279451.1,Umbilicus schmidtii,1689809,genomic DNA,288,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279452.1,Umbilicus schmidtii,1689809,genomic DNA,288,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279453.1,Umbilicus schmidtii,1689809,genomic DNA,286,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279454.1,Umbilicus schmidtii,1689809,genomic DNA,286,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279455.1,Umbilicus schmidtii,1689809,genomic DNA,286,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279456.1,Umbilicus schmidtii,1689809,genomic DNA,286,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279457.1,Umbilicus schmidtii,1689809,genomic DNA,289,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279458.1,Umbilicus schmidtii,1689809,genomic DNA,289,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279459.1,Umbilicus schmidtii,1689809,genomic DNA,289,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279460.1,Umbilicus schmidtii,1689809,genomic DNA,286,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279461.1,Umbilicus schmidtii,1689809,genomic DNA,286,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279462.1,Umbilicus schmidtii,1689809,genomic DNA,286,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279463.1,Umbilicus schmidtii,1689809,genomic DNA,286,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP279464.1,Umbilicus schmidtii,1689809,genomic DNA,286,Umbilicus schmidtii,277007-1,Crassulaceae,Umbilicus,schmidtii,,Umbilicus schmidtii,SPECIES,Accepted
KP280470.1,Stratiotes aloides,55494,genomic DNA,319,Stratiotes aloides,431936-1,Hydrocharitaceae,Stratiotes,aloides,,Stratiotes aloides,SPECIES,Accepted
KP280471.1,Nymphoides peltata,49614,genomic DNA,530,Nymphoides peltata,370207-1,Menyanthaceae,Nymphoides,peltata,,Nymphoides peltata,SPECIES,Accepted
KP280472.1,Trapa natans,22666,genomic DNA,347,Trapa natans,614405-1,Lythraceae,Trapa,natans,,Trapa natans,SPECIES,Accepted
KP280473.1,Salvinia molesta,167732,genomic DNA,460,Salvinia molesta,17453700-1,Salviniaceae,Salvinia,molesta,,Salvinia molesta,SPECIES,Accepted
KP297631.1,Zabelia dielsii,1112105,genomic DNA,454,Zabelia dielsii,150118-1,Caprifoliaceae,Zabelia,dielsii,,Zabelia dielsii,SPECIES,Accepted
KP299548.1,Phylica acmaephylla,1604780,genomic DNA,337,Phylica acmaephylla,717720-1,Rhamnaceae,Phylica,acmaephylla,,Phylica acmaephylla,SPECIES,Accepted
KP299594.1,Rhamnus taquetii,1577577,genomic DNA,440,Rhamnus taquetii,718692-1,Rhamnaceae,Rhamnus,taquetii,,Rhamnus taquetii,SPECIES,Accepted
KP300815.1,Hodgsonia heteroclita,386184,genomic DNA,254,Hodgsonia heteroclita,292939-1,Cucurbitaceae,Hodgsonia,heteroclita,,Hodgsonia heteroclita,SPECIES,Accepted
KP300816.1,Hodgsonia heteroclita,386184,genomic DNA,258,Hodgsonia heteroclita,292939-1,Cucurbitaceae,Hodgsonia,heteroclita,,Hodgsonia heteroclita,SPECIES,Accepted
KP318801.1,Paramignya trimera,1553915,genomic DNA,548,Paramignya trimera,774533-1,Rutaceae,Paramignya,trimera,,Paramignya trimera,SPECIES,Accepted
KP318992.1,Gloriosa superba,41220,genomic DNA,552,Gloriosa superba,535953-1,Colchicaceae,Gloriosa,superba,,Gloriosa superba,SPECIES,Accepted
KP319015.1,Withania somnifera,126910,genomic DNA,485,Withania somnifera,821709-1,Solanaceae,Withania,somnifera,,Withania somnifera,SPECIES,Accepted
KP322384.1,Stoebe passerinoides,541165,genomic DNA,442,Stoebe passerinoides,248501-1,Asteraceae,Seriphium,passerinoides,,Seriphium passerinoides,SPECIES,Homotypic_Synonym
KP322393.1,Stoebe vulgaris,1237821,genomic DNA,459,Stoebe vulgaris,248506-1,Asteraceae,Seriphium,plumosum,,Seriphium plumosum,SPECIES,Synonym
KP347170.1,Emmenopterys henryi,86990,genomic DNA,253,Emmenopterys henryi,748742-1,Rubiaceae,Emmenopterys,henryi,,Emmenopterys henryi,SPECIES,Accepted
KP402418.1,Cardamine hirsuta,BOLD:SERC049-14.trnH-psbA,genomic DNA,338,Cardamine hirsuta,280380-1,Brassicaceae,Cardamine,hirsuta,,Cardamine hirsuta,SPECIES,Accepted
KP402424.1,Ulmus americana,BOLD:SERC097-14.trnH-psbA,genomic DNA,255,Ulmus americana,304464-2,Ulmaceae,Ulmus,americana,,Ulmus americana,SPECIES,Accepted
KP402425.1,Syringa sp. SERC-1076416128,BOLD:SERC063-14.trnH-psbA,genomic DNA,493,Syringa sp. SERC-1076416128,328109-2,Oleaceae,Syringa,sp.,,Syringa sp.,GENUS,Accepted
KP402464.1,Potentilla sp. SERC-1076419282,BOLD:SERC151-14.trnH-psbA,genomic DNA,349,Potentilla sp. SERC-1076419282,30000237-2,Rosaceae,Potentilla,sp.,,Potentilla sp.,GENUS,Accepted
KP402488.1,Sanguinaria canadensis,BOLD:SERC094-14.trnH-psbA,genomic DNA,544,Sanguinaria canadensis,673993-1,Papaveraceae,Sanguinaria,canadensis,,Sanguinaria canadensis,SPECIES,Accepted
KP402517.1,Lespedeza sp. SERC-1076419306,BOLD:SERC175-14.trnH-psbA,genomic DNA,355,Lespedeza sp. SERC-1076419306,30010095-2,Fabaceae,Lespedeza,sp.,,Lespedeza sp.,GENUS,Accepted
KP402519.1,Cardamine angustata,BOLD:SERC040-14.trnH-psbA,genomic DNA,256,Cardamine angustata,45088-2,Brassicaceae,Cardamine,angustata,,Cardamine angustata,SPECIES,Accepted
KP402535.1,Actaea racemosa,BOLD:SERC072-14.trnH-psbA,genomic DNA,407,Actaea racemosa,316204-2,Ranunculaceae,Actaea,racemosa,,Actaea racemosa,SPECIES,Accepted
KP402539.1,Impatiens capensis,BOLD:SERC161-14.trnH-psbA,genomic DNA,320,Impatiens capensis,30008241-2,Balsaminaceae,Impatiens,capensis,,Impatiens capensis,SPECIES,Accepted
KP402546.1,Alliaria petiolata,BOLD:SERC013-14.trnH-psbA,genomic DNA,363,Alliaria petiolata,1176324-2,Brassicaceae,Alliaria,petiolata,,Alliaria petiolata,SPECIES,Accepted
KP402555.1,Kummerowia sp. SERC-1076419305,BOLD:SERC174-14.trnH-psbA,genomic DNA,358,Kummerowia sp. SERC-1076419305,294687-2,Fabaceae,Kummerowia,sp.,,Kummerowia sp.,GENUS,Accepted
KP402556.1,Triodanis perfoliata,BOLD:SERC180-14.trnH-psbA,genomic DNA,293,Triodanis perfoliata,258447-2,Campanulaceae,Triodanis,perfoliata,,Triodanis perfoliata,SPECIES,Accepted
