Locus,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name,TaxID
NC_043808.1,genomic DNA,153415,Azima tetracantha,779315-1,Salvadoraceae,Azima,tetracantha,,False,Azima tetracantha,43153
NC_043809.1,genomic DNA,157101,Memecylon pauciflorum,571748-1,Melastomataceae,Memecylon,pauciflorum,,False,Memecylon pauciflorum,672974
NC_043810.1,genomic DNA,156950,Pleroma urvilleanum,77206410-1,Melastomataceae,Pleroma,urvilleanum,,False,Pleroma urvilleanum,40009
NC_043811.1,genomic DNA,171315,Vochysia acuminata,871048-1,Vochysiaceae,Vochysia,acuminata,,False,Vochysia acuminata,2559496
NC_043813.1,genomic DNA,159860,Passiflora jatunsachensis,997742-1,Passifloraceae,Passiflora,jatunsachensis,,False,Passiflora jatunsachensis,1341363
NC_043814.1,genomic DNA,156807,Passiflora suberosa,321973-2,Passifloraceae,Passiflora,suberosa,,False,Passiflora suberosa,133504
NC_043816.1,genomic DNA,159912,Passiflora tenuiloba,675512-1,Passifloraceae,Passiflora,tenuiloba,,False,Passiflora tenuiloba,298527
NC_043817.1,genomic DNA,159409,Passiflora rufa,60450195-2,Passifloraceae,Passiflora,rufa,,False,Passiflora rufa,231182
NC_043818.1,genomic DNA,166766,Passiflora contracta,330214-2,Passifloraceae,Passiflora,contracta,,False,Passiflora contracta,1249011
NC_043819.1,genomic DNA,170568,Passiflora arbelaezii,184803-2,Passifloraceae,Passiflora,arbelaezii,,False,Passiflora arbelaezii,298518
NC_043820.1,genomic DNA,159223,Passiflora tetrandra,675517-1,Passifloraceae,Passiflora,tetrandra,,False,Passiflora tetrandra,237885
NC_043821.1,genomic DNA,136455,Passiflora misera,321967-2,Passifloraceae,Passiflora,misera,,False,Passiflora misera,159432
NC_043822.1,genomic DNA,138086,Passiflora filipes,674993-1,Passifloraceae,Passiflora,filipes,,False,Passiflora filipes,298520
NC_043823.1,genomic DNA,139005,Passiflora affinis,674759-1,Passifloraceae,Passiflora,affinis,,False,Passiflora affinis,340636
NC_043824.1,genomic DNA,151701,Passiflora obovata,185095-2,Passifloraceae,Passiflora,obovata,,False,Passiflora obovata,378248
NC_043825.1,genomic DNA,162266,Passiflora foetida,321966-2,Passifloraceae,Passiflora,foetida,,False,Passiflora foetida,159421
NC_043826.1,genomic DNA,133682,Passiflora menispermifolia,675211-1,Passifloraceae,Passiflora,menispermifolia,,False,Passiflora menispermifolia,196581
NC_043827.1,genomic DNA,164672,Passiflora microstipula,320970-2,Passifloraceae,Passiflora,microstipula,,False,Passiflora microstipula,231636
NC_043828.1,genomic DNA,159170,Clematis trichotoma,710143-1,Ranunculaceae,Clematis,trichotoma,,False,Clematis trichotoma,1857150
NC_043835.1,genomic DNA,151401,Leucanthemella linearis,229938-1,Asteraceae,Leucanthemella,linearis,,False,Leucanthemella linearis,466072
NC_043837.1,genomic DNA,135003,Thinopyrum bessarabicum,914714-1,Poaceae,Thinopyrum,bessarabicum,,False,Thinopyrum bessarabicum,4601
NC_043838.1,genomic DNA,136597,Psathyrostachys juncea,418806-1,Poaceae,Psathyrostachys,juncea,,False,Psathyrostachys juncea,4586
NC_043839.1,genomic DNA,136968,Hordeum bogdanii,405157-1,Poaceae,Hordeum,bogdanii,,False,Hordeum bogdanii,4515
NC_043840.1,genomic DNA,135417,Australopyrum retrofractum,913728-1,Poaceae,Australopyrum,retrofractum,,False,Australopyrum retrofractum,4597
NC_043841.1,genomic DNA,135020,Thinopyrum elongatum,942123-1,Poaceae,Thinopyrum,elongatum,,False,Thinopyrum elongatum,4588
NC_043842.1,genomic DNA,152975,Cichorium intybus,194533-1,Asteraceae,Cichorium,intybus,,False,Cichorium intybus,13427
NC_043844.1,genomic DNA,174830,Aquilaria crassna,830826-1,Thymelaeaceae,Aquilaria,crassna,,False,Aquilaria crassna,223751
NC_043848.1,genomic DNA,156129,Rhodomyrtus tomentosa,77560-3,Myrtaceae,Rhodomyrtus,tomentosa,,False,Rhodomyrtus tomentosa,98583
NC_043856.1,genomic DNA,119707,Pinus yunnanensis,263419-1,Pinaceae,Pinus,yunnanensis,,False,Pinus yunnanensis,88732
NC_043857.1,genomic DNA,161296,Quercus wutaishanica,360250-1,Fagaceae,Quercus,wutaishanica,,False,Quercus wutaishanica,168161
NC_043858.1,genomic DNA,161194,Quercus mongolica,296469-1,Fagaceae,Quercus,mongolica,,False,Quercus mongolica,103485
NC_043862.1,genomic DNA,161363,Entandrophragma caudatum,578402-1,Meliaceae,Entandrophragma,caudatum,,False,Entandrophragma caudatum,155636
NC_043863.1,genomic DNA,160843,Khaya madagascariensis,578861-1,Meliaceae,Khaya,madagascariensis,,False,Khaya madagascariensis,2590898
NC_043866.1,genomic DNA,137106,Torreya grandis var. grandis,77172421-1,Taxaceae,Torreya,grandis,grandis,False,Torreya parvifolia,2588148
NC_043867.1,genomic DNA,160497,Chieniodendron hainanense,72597-1,Annonaceae,Chieniodendron,hainanense,,False,Chieniodendron hainanense,1898814
NC_043868.1,genomic DNA,81577,Cuscuta carnosa,77117068-1,Convolvulaceae,Cuscuta,carnosa,,False,Cuscuta carnosa,1197927
NC_043869.1,genomic DNA,83526,Cuscuta mexicana,72887-2,Convolvulaceae,Cuscuta,mexicana,,False,Cuscuta mexicana,1197930
NC_043870.1,genomic DNA,84607,Cuscuta chapalana,72789-2,Convolvulaceae,Cuscuta,chapalana,,False,Cuscuta chapalana,437248
NC_043871.1,genomic DNA,82346,Cuscuta bonafortunae,77117067-1,Convolvulaceae,Cuscuta,bonafortunae,,False,Cuscuta bonafortunae,1197926
NC_043873.1,genomic DNA,151744,Ocimum tenuiflorum,453130-1,Lamiaceae,Ocimum,tenuiflorum,,False,Ocimum tenuiflorum,204149
NC_043874.1,genomic DNA,155543,Fraxinus pennsylvanica,105864-2,Oleaceae,Fraxinus,pennsylvanica,,False,Fraxinus pennsylvanica,56036
NC_043876.1,genomic DNA,152063,Lilium pensylvanicum,537717-1,Liliaceae,Lilium,pensylvanicum,,False,Lilium pensylvanicum,79000
NC_043877.1,genomic DNA,66616,Phelypaea coccinea,662891-1,Orobanchaceae,Phelypaea,coccinea,,False,Diphelypaea coccinea,223087
NC_043878.1,genomic DNA,155557,Salix gracilistyla,777701-1,Salicaceae,Salix,gracilistyla,,False,Salix gracilistyla,439901
NC_043880.1,genomic DNA,155498,Xerophyta viscosa,67172-1,Velloziaceae,Xerophyta,viscosa,,False,Xerophyta viscosa,90708
NC_043881.1,genomic DNA,158755,Siraitia grosvenorii,914594-1,Cucurbitaceae,Siraitia,grosvenorii,,False,Siraitia grosvenorii,190515
NC_043882.1,genomic DNA,152357,Erigeron breviscapus,203633-1,Asteraceae,Erigeron,breviscapus,,False,Erigeron breviscapus,244311
NC_043884.1,genomic DNA,158085,Carrierea calycina,111513-1,Salicaceae,Carrierea,calycina,,False,Carrierea calycina,312356
NC_043885.1,genomic DNA,158605,Bennettiodendron leprosipes,364988-1,Salicaceae,Bennettiodendron,leprosipes,,False,Bennettiodendron brevipes,2590034
NC_043886.1,genomic DNA,158171,Olmediella betschleriana,173755-2,Salicaceae,Olmediella,betschleriana,,False,Olmediella betschleriana,312358
NC_043891.1,genomic DNA,139617,Fargesia albocerea,934774-1,Poaceae,Fargesia,albocerea,,False,Fargesia albocerea,591210
NC_043892.1,genomic DNA,139703,Pleioblastus amarus,416254-1,Poaceae,Pleioblastus,amarus,,False,Pleioblastus amarus,411665
NC_043893.1,genomic DNA,139601,Yushania confusa,961849-1,Poaceae,Yushania,confusa,,False,Yushania confusa,1197757
NC_043894.1,genomic DNA,139568,Yushania brevipaniculata,942476-1,Poaceae,Yushania,brevipaniculata,,False,Yushania brevipaniculata,863050
NC_043896.1,genomic DNA,158577,Banara guianensis,779396-1,Salicaceae,Banara,guianensis,,False,Banara guianensis,124850
NC_043901.1,genomic DNA,158071,Prunus armeniaca,729463-1,Rosaceae,Prunus,armeniaca,,False,Prunus armeniaca,36596
NC_043902.1,genomic DNA,160239,Malus prattii,77066446-1,Rosaceae,Malus,prattii,,False,Malus prattii,106563
NC_043905.1,genomic DNA,155515,Anathallis obovata,1023429-2,Orchidaceae,Anathallis,obovata,,False,Anathallis obovata,1053618
NC_043912.1,genomic DNA,160076,Berchemiella wilsonii,716736-1,Rhamnaceae,Berchemiella,wilsonii,,False,Berchemiella wilsonii,325278
NC_043913.1,genomic DNA,124234,Picea neoveitchii,262692-1,Pinaceae,Picea,neoveitchii,,False,Picea neoveitchii,369397
NC_043919.1,genomic DNA,162517,Sclerocarya birrea,71162-1,Anacardiaceae,Sclerocarya,birrea,,False,Sclerocarya birrea,289766
NC_043921.1,genomic DNA,157916,Prunus speciosa,730291-1,Rosaceae,Prunus,speciosa,,False,Prunus speciosa,378228
NC_043923.1,genomic DNA,168778,Heritiera littoralis,823569-1,Malvaceae,Heritiera,littoralis,,False,Heritiera littoralis,93780
NC_043924.1,genomic DNA,168904,Heritiera fomes,823560-1,Malvaceae,Heritiera,fomes,,False,Heritiera fomes,2171973
NC_043925.1,genomic DNA,157295,Heritiera elata,823557-1,Malvaceae,Heritiera,elata,,False,Heritiera elata,300536
NC_043926.1,genomic DNA,158940,Prunus zippeliana,730445-1,Rosaceae,Prunus,zippeliana,,False,Prunus zippeliana,232787
NC_043927.1,genomic DNA,156923,Leontice incerta,107369-1,Berberidaceae,Leontice,incerta,,False,Leontice incerta,2341012
NC_043931.1,genomic DNA,139618,Ampelocalamus saxatilis,914813-1,Poaceae,Ampelocalamus,saxatilis,,False,Ampelocalamus saxatilis,2593287
NC_043932.1,genomic DNA,139552,Ampelocalamus melicoideus,60440823-2,Poaceae,Ampelocalamus,melicoideus,,False,Ampelocalamus melicoideus,1569451
NC_043933.1,genomic DNA,139642,Fargesia decurvata,978366-1,Poaceae,Fargesia,decurvata,,False,Fargesia decurvata,862988
NC_043934.1,genomic DNA,139605,Fargesia communis,934776-1,Poaceae,Fargesia,communis,,False,Fargesia communis,146645
NC_043935.1,genomic DNA,139622,Fargesia stenoclada,936953-1,Poaceae,Fargesia,stenoclada,,False,Fargesia stenoclada,2593291
NC_043936.1,genomic DNA,139606,Fargesia canaliculata,929245-1,Poaceae,Fargesia,canaliculata,,False,Fargesia canaliculata,1676232
NC_043937.1,genomic DNA,139582,Fargesia fungosa,906114-1,Poaceae,Fargesia,fungosa,,False,Fargesia fungosa,146649
NC_043938.1,genomic DNA,139602,Fargesia hygrophila,934784-1,Poaceae,Fargesia,hygrophila,,False,Fargesia hygrophila,146650
NC_043939.1,genomic DNA,139653,Fargesia macclureana,970801-1,Poaceae,Fargesia,macclureana,,False,Fargesia setosa,146654
NC_043940.1,genomic DNA,139622,Fargesia funiushanensis,960381-1,Poaceae,Fargesia,funiushanensis,,False,Fargesia funiushanensis,1676237
NC_043941.1,genomic DNA,139515,Himalayacalamus collaris,999645-1,Poaceae,Himalayacalamus,collaris,,False,Himalayacalamus collaris,1676246
NC_043942.1,genomic DNA,139652,Fargesia daminiu,77084599-1,Poaceae,Fargesia,daminiu,,False,Fargesia daminiu,1676233
NC_043943.1,genomic DNA,139592,Himalayacalamus falconeri,912706-1,Poaceae,Himalayacalamus,falconeri,,False,Himalayacalamus gyirongensis,2593288
NC_043944.1,genomic DNA,139601,Fargesia grossa,902040-1,Poaceae,Fargesia,grossa,,False,Fargesia grossa,1676239
NC_043945.1,genomic DNA,139572,Fargesia edulis,934777-1,Poaceae,Fargesia,edulis,,False,Fargesia edulis,146646
NC_043946.1,genomic DNA,139605,Yushania violascens,942477-1,Poaceae,Yushania,violascens,,False,Yushania violascens,1676253
NC_043947.1,genomic DNA,139621,Yushania glandulosa,935619-1,Poaceae,Yushania,glandulosa,,False,Yushania glandulosa,1676250
NC_043951.1,genomic DNA,153590,Parnassia trinervis,792140-1,Celastraceae,Parnassia,trinervis,,False,Parnassia trinervis,324808
NC_043952.1,genomic DNA,156166,Panax bipinnatifidus,91418-1,Araliaceae,Panax,bipinnatifidus,,False,Panax japonicus var. bipinnatifidus,45211
NC_043953.1,genomic DNA,156176,Panax wangianus,91591-1,Araliaceae,Panax,wangianus,,False,Panax wangianus,44589
NC_043954.1,genomic DNA,156310,Panax zingiberensis,91594-1,Araliaceae,Panax,zingiberensis,,False,Panax zingiberensis,44684
NC_044073.1,genomic DNA,150499,Teucrium mascatense,460545-1,Lamiaceae,Teucrium,mascatense,,False,Teucrium mascatense,2172029
NC_044076.1,genomic DNA,127782,Juniperus squamata,262360-1,Cupressaceae,Juniperus,squamata,,False,Juniperus squamata,454001
NC_044079.1,genomic DNA,161679,Alsophila gigantea,17368700-1,Cyatheaceae,Alsophila,gigantea,,False,Alsophila gigantea,204588
NC_044080.1,genomic DNA,156675,Alsophila costularis,324066-2,Cyatheaceae,Alsophila,costularis,,False,Alsophila costularis,264541
NC_044082.1,genomic DNA,152154,Mentha canadensis,450311-1,Lamiaceae,Mentha,canadensis,,False,Mentha canadensis,294733
NC_044085.1,genomic DNA,171643,Daphne giraldii,831228-1,Thymelaeaceae,Daphne,giraldii,,False,Daphne giraldii,1799574
NC_044094.1,genomic DNA,156999,Rosa rugosa,927373-1,Rosaceae,Rosa,rugosa,,False,Rosa rugosa,74645
NC_044098.1,genomic DNA,156676,Saurauia tristyla,829438-1,Actinidiaceae,Saurauia,tristyla,,False,Saurauia tristyla,374845
NC_044100.1,genomic DNA,148814,Campylotropis macrocarpa,483568-1,Fabaceae,Campylotropis,macrocarpa,,False,Campylotropis macrocarpa,247892
NC_044102.1,genomic DNA,155616,Antirhea chinensis,743423-1,Rubiaceae,Antirhea,chinensis,,False,Antirhea chinensis,336055
NC_044105.1,genomic DNA,150249,Ohwia caudata,1008958-1,Fabaceae,Ohwia,caudata,,False,Ohwia caudata,1603716
NC_044106.1,genomic DNA,159996,Syzygium forrestii,601697-1,Myrtaceae,Syzygium,forrestii,,False,Syzygium forrestii,1679311
NC_044108.1,genomic DNA,167642,Alisma plantago-aquatica,30019518-2,Alismataceae,Alisma,plantago-aquatica,,False,Alisma plantago-aquatica,15000
NC_044113.1,genomic DNA,149696,Grona heterocarpos,77187416-1,Fabaceae,Grona,heterocarpos,,False,Grona heterocarpos,499991
NC_044114.1,genomic DNA,148450,Kummerowia striata,134103-2,Fabaceae,Kummerowia,striata,,False,Kummerowia striata,466223
NC_044115.1,genomic DNA,149022,Lespedeza maritima,502517-1,Fabaceae,Lespedeza,maritima,,False,Lespedeza maritima,926279
NC_044116.1,genomic DNA,153826,Mucuna macrocarpa,509234-1,Fabaceae,Mucuna,macrocarpa,,False,Mucuna macrocarpa,132452
NC_044117.1,genomic DNA,156385,Dalbergia cultrata,1006521-1,Fabaceae,Dalbergia,cultrata,,False,Dalbergia cultrata,862910
NC_044118.1,genomic DNA,160792,Arisaema ringens,85782-1,Araceae,Arisaema,ringens,,False,Arisaema ringens,129218
NC_044119.1,genomic DNA,177417,Sagittaria trifolia,58596-1,Alismataceae,Sagittaria,trifolia,,False,Sagittaria trifolia,63789
NC_044123.1,genomic DNA,157938,Prunus campanulata,729533-1,Rosaceae,Prunus,campanulata,,False,Prunus campanulata,136465
NC_044147.1,genomic DNA,135934,Avena nuda,391627-1,Poaceae,Avena,nuda,,False,Avena nuda,4497
NC_044148.1,genomic DNA,135900,Avena × hybrida,60443758-2,Poaceae,Avena,hybrida,,False,Avena hybrida,1892225
NC_044149.1,genomic DNA,135879,Avena barbata,391337-1,Poaceae,Avena,barbata,,False,Avena lusitanica,398448
NC_044154.1,genomic DNA,156321,Physochlaina orientalis,817641-1,Solanaceae,Physochlaina,orientalis,,False,Physochlaina orientalis,451527
NC_044156.1,genomic DNA,151021,Artemisia fukudo,179496-1,Asteraceae,Artemisia,fukudo,,False,Artemisia fukudo,637479
NC_044158.1,genomic DNA,135942,Avena abyssinica,391274-1,Poaceae,Avena,abyssinica,,False,Avena abyssinica,146529
NC_044159.1,genomic DNA,135945,Avena agadiriana,929026-1,Poaceae,Avena,agadiriana,,False,Avena agadiriana,83522
NC_044160.1,genomic DNA,135944,Avena barbata,391337-1,Poaceae,Avena,barbata,,False,Avena wiestii,223562
NC_044162.1,genomic DNA,135887,Avena sterilis subsp. sterilis,77168713-1,Poaceae,Avena,sterilis,sterilis,False,Avena maroccana,84388
NC_044163.1,genomic DNA,136006,Avena atlantica,929034-1,Poaceae,Avena,atlantica,,False,Avena atlantica,366594
NC_044165.1,genomic DNA,135681,Avena ventricosa,391848-1,Poaceae,Avena,ventricosa,,False,Avena ventricosa,146535
NC_044167.1,genomic DNA,135557,Avena clauda,391396-1,Poaceae,Avena,clauda,,False,Avena clauda,83523
NC_044168.1,genomic DNA,135946,Avena vaviloviana,391846-1,Poaceae,Avena,vaviloviana,,False,Avena vaviloviana,40828
NC_044169.1,genomic DNA,135728,Avena longiglumis,391554-1,Poaceae,Avena,longiglumis,,False,Avena longiglumis,4500
NC_044170.1,genomic DNA,135889,Avena fatua,391443-1,Poaceae,Avena,fatua,,False,Avena fatua,4499
NC_044172.1,genomic DNA,135939,Avena brevis,391355-1,Poaceae,Avena,brevis,,False,Avena brevis,398446
NC_044174.1,genomic DNA,135892,Avena murphyi,391603-1,Poaceae,Avena,murphyi,,False,Avena murphyi,37663
NC_044175.1,genomic DNA,135893,Avena fatua,391443-1,Poaceae,Avena,fatua,,False,Avena occidentalis,311213
NC_044183.1,genomic DNA,149765,Pseudostellaria heterophylla,156276-1,Caryophyllaceae,Pseudostellaria,heterophylla,,False,Pseudostellaria heterophylla,418402
NC_044411.1,genomic DNA,153788,Allium pskemense,528683-1,Amaryllidaceae,Allium,pskemense,,False,Allium pskemense,113213
NC_044412.1,genomic DNA,153226,Allium praemixtum,528653-1,Amaryllidaceae,Allium,praemixtum,,False,Allium praemixtum,165650
NC_044416.1,genomic DNA,157224,Ilex cornuta,83182-1,Aquifoliaceae,Ilex,cornuta,,False,Ilex cornuta,146505
NC_044418.1,genomic DNA,156440,Potentilla stolonifera,729031-1,Rosaceae,Potentilla,stolonifera,,False,Potentilla stolonifera,654617
NC_044419.1,genomic DNA,155548,Salix koriyanagi,777951-1,Salicaceae,Salix,koriyanagi,,False,Salix koriyanagi,2511006
NC_044421.1,genomic DNA,122588,Larix gmelinii,77092562-1,Pinaceae,Larix,gmelinii,,False,Larix gmelinii,123599
NC_044422.1,genomic DNA,122591,Larix gmelinii var. gmelinii,77169363-1,Pinaceae,Larix,gmelinii,gmelinii,False,Larix cajanderi,501393
NC_044423.1,genomic DNA,152576,Cirsium rhinoceros,195917-1,Asteraceae,Cirsium,rhinoceros,,False,Cirsium rhinoceros,2595066
NC_044467.1,genomic DNA,161088,Corchorus capsularis,833552-1,Malvaceae,Corchorus,capsularis,,False,Corchorus capsularis,210143
NC_044468.1,genomic DNA,161766,Corchorus olitorius,320796-2,Malvaceae,Corchorus,olitorius,,False,Corchorus olitorius,93759
NC_044470.1,genomic DNA,153580,Allium oschaninii,528547-1,Amaryllidaceae,Allium,oschaninii,,False,Allium oschaninii,48873
NC_044471.1,genomic DNA,156565,Atropanthe sinensis,814413-1,Solanaceae,Atropanthe,sinensis,,False,Atropanthe sinensis,258461
NC_044473.1,genomic DNA,158993,Ulmus americana,304464-2,Ulmaceae,Ulmus,americana,,False,Ulmus americana,29740
NC_044474.1,genomic DNA,149488,Swertia hispidicalyx,370931-1,Gentianaceae,Swertia,hispidicalyx,,False,Swertia hispidicalyx,166619
NC_044475.1,genomic DNA,160118,Klainedoxa gabonensis,813802-1,Irvingiaceae,Klainedoxa,gabonensis,,False,Klainedoxa gabonensis,289639
NC_044477.1,genomic DNA,153056,Petrocodon jingxiensis,77111894-1,Gesneriaceae,Petrocodon,jingxiensis,,False,Petrocodon jingxiensis,1898808
NC_044478.1,genomic DNA,155260,Hippophae gyantsensis,945586-1,Elaeagnaceae,Hippophae,gyantsensis,,False,Hippophae gyantsensis,193515
NC_044479.1,genomic DNA,156415,Hippophae rhamnoides subsp. yunnanensis,879999-1,Elaeagnaceae,Hippophae,rhamnoides,yunnanensis,False,Hippophae rhamnoides subsp. yunnanensis,193518
NC_044481.1,genomic DNA,156801,Astrocaryum murumuru,664335-1,Arecaceae,Astrocaryum,murumuru,,False,Astrocaryum murumuru,446113
NC_044486.1,genomic DNA,133538,Leersia perrieri,406982-1,Poaceae,Leersia,perrieri,,False,Leersia perrieri,77586
NC_044487.1,genomic DNA,139167,Hitchcockella baronii,404962-1,Poaceae,Hitchcockella,baronii,,False,Hitchcockella baronii,1552698
NC_044488.1,genomic DNA,140032,Oldeania humbertii,77166727-1,Poaceae,Oldeania,humbertii,,False,Arundinaria humbertii,1565108
NC_044626.1,genomic DNA,154260,Platanthera chlorantha,651693-1,Orchidaceae,Platanthera,chlorantha,,False,Platanthera chlorantha,59353
NC_044627.1,genomic DNA,162169,Stryphnodendron adstringens,519615-1,Fabaceae,Stryphnodendron,adstringens,,False,Stryphnodendron adstringens,397648
NC_044628.1,genomic DNA,151958,Fritillaria sichuanica,902070-1,Liliaceae,Fritillaria,sichuanica,,False,Fritillaria sichuanica,1768213
NC_044629.1,genomic DNA,151058,Fritillaria unibracteata,535351-1,Liliaceae,Fritillaria,unibracteata,,False,Fritillaria unibracteata,152095
NC_044630.1,genomic DNA,151645,Fritillaria yuzhongensis,929102-1,Liliaceae,Fritillaria,yuzhongensis,,False,Fritillaria yuzhongensis,2249442
NC_044631.1,genomic DNA,152064,Fritillaria sinica,897778-1,Liliaceae,Fritillaria,sinica,,False,Fritillaria sinica,1461640
NC_044632.1,genomic DNA,151991,Fritillaria dajinensis,902068-1,Liliaceae,Fritillaria,dajinensis,,False,Fritillaria dajinensis,744034
NC_044633.1,genomic DNA,158828,Calanthe sylvatica,621060-1,Orchidaceae,Calanthe,sylvatica,,False,Calanthe sylvatica,337206
NC_044634.1,genomic DNA,161759,Sparganium stoloniferum,60461195-2,Typhaceae,Sparganium,stoloniferum,,False,Sparganium stoloniferum,203643
NC_044636.1,genomic DNA,151983,Fritillaria przewalskii,535282-1,Liliaceae,Fritillaria,przewalskii,,False,Fritillaria przewalskii,152092
